First_pokemon,Second_pokemon,outcome,type_interaction,calc_speed,calc_atk,calc_def,calc_spatk,calc_spdef
777,744,0,0.0,-22,24,8,-41,-79
4,745,1,0.0,22,-20,-63,-57,-30
17,745,1,0.0,52,45,30,45,70
31,745,1,0.0,12,25,20,15,40
43,745,1,0.0,37,39,20,15,25
54,745,1,0.0,57,25,10,25,35
57,745,0,0.0,-18,0,10,15,20
107,745,1,0.0,52,-25,-30,40,65
123,745,1,0.0,42,25,-55,-35,50
127,745,1,0.0,17,15,-35,-30,45
140,745,1,0.0,22,70,5,50,70
166,745,1,0.0,2,-20,-40,-35,-10
172,745,1,0.0,2,-4,-18,-44,5
173,745,1,0.0,59,15,-4,21,42
188,745,1,0.0,87,55,32,20,35
192,745,1,0.0,32,30,15,-5,45
205,745,0,0.0,-8,25,-10,10,-5
209,745,1,0.0,7,15,15,-10,45
211,745,1,0.0,67,-5,-25,0,25
221,745,1,-0.5,62,-50,-80,-28,30
221,745,1,-0.5,62,-50,-80,-28,30
230,745,1,-0.5,27,-110,-80,-33,-10
245,745,1,0.0,32,40,-10,-15,-50
246,745,1,-0.5,32,-40,-80,-8,20
268,745,1,-0.5,41,-94,-50,-63,-10
268,745,1,-0.5,41,-94,-50,-63,-10
274,745,1,0.0,7,15,15,-20,25
279,745,1,-1.0,22,-160,-10,-155,20
345,745,1,0.0,37,20,15,-35,10
372,745,1,0.0,42,32,17,19,49
381,745,1,-0.5,57,-85,-40,-38,10
383,745,1,0.0,21,20,-19,-35,-35
395,745,1,0.0,79,57,12,42,42
413,745,1,-0.5,32,-95,-70,-63,0
418,745,0,0.0,-8,0,-30,-45,-40
421,745,0,0.0,-8,-50,-40,-95,-30
433,745,1,0.0,71,12,-4,20,35
439,745,1,0.0,62,29,7,4,34
459,745,1,0.0,66,21,-25,-14,-15
460,745,1,0.0,66,1,-45,6,5
470,745,1,0.0,68,32,12,8,28
476,745,0,0.0,-3,4,-24,11,-6
492,745,1,0.0,60,10,15,25,45
512,745,1,0.0,72,-52,-45,-67,-15
527,745,1,-1.0,22,-170,-5,-65,-25
560,745,1,-1.0,37,-166,-5,-135,25
571,745,1,0.0,38,27,12,12,42
577,745,1,0.0,78,55,15,-2,35
581,745,1,0.0,9,-35,-20,0,35
586,745,0,-0.5,77,-95,-70,-28,10
600,745,1,-1.0,17,-170,-15,5,15
624,745,1,0.0,72,0,-25,0,25
652,745,1,0.0,87,25,15,10,35
667,745,1,0.0,72,25,5,-20,35
670,745,1,0.0,47,0,0,0,30
696,745,1,0.0,44,-5,-10,0,20
713,745,1,0.0,7,-40,-30,-105,-10
772,745,0,-1.0,-16,-104,-15,-83,27
784,745,1,0.0,61,0,-10,0,35
791,745,1,0.0,47,50,25,20,50
795,745,1,0.0,7,-20,-61,-16,-5
10,746,1,0.0,25,0,-11,13,-4
17,746,1,0.0,18,26,24,86,40
38,746,1,1.0,18,39,14,86,20
45,746,1,0.0,48,3,34,18,35
53,746,0,-1.0,38,-142,-26,-57,-20
56,746,0,0.0,-27,-7,29,28,15
77,746,1,1.0,13,6,4,41,15
87,746,1,0.0,38,-13,-56,-19,-20
87,746,1,0.0,38,-13,-56,-19,-20
91,746,1,0.0,8,-17,-1,5,-2
99,746,0,0.0,-2,-47,-126,-22,15
105,746,1,0.0,26,0,9,10,-30
118,746,1,1.0,33,31,-41,66,15
138,746,0,-1.0,-37,-262,-66,-67,-30
155,746,0,0.0,-82,-87,-31,-7,-35
156,746,0,0.0,38,-62,-11,-2,-50
159,746,0,0.0,-22,-52,-36,-62,-25
160,746,1,0.0,18,-16,9,13,10
182,746,1,0.0,38,-24,14,46,20
214,746,0,-2.0,-23,-170,12,-170,18
235,746,1,0.0,28,-32,4,13,10
253,746,1,0.0,8,-32,-36,-42,-35
254,746,0,0.0,-17,-47,-8,-22,-5
262,746,1,0.0,13,38,44,-12,-75
266,746,1,0.0,27,-16,4,18,10
267,746,1,0.0,17,-36,-16,-2,-10
269,746,0,-2.0,-3,-328,-96,-190,-60
286,746,0,-2.0,-2,-180,-16,-120,0
292,746,1,-1.0,53,-22,-1,13,35
294,746,1,0.0,38,18,24,23,10
327,746,1,-4.0,18,-300,-21,-260,-5
329,746,1,-0.5,18,-61,-31,-24,5
332,746,1,-0.5,28,-66,-86,-19,10
332,746,1,-0.5,28,-66,-86,-19,10
354,746,1,0.0,28,-52,-16,-42,-15
367,746,0,0.0,-12,-62,-56,-47,-45
367,746,0,0.0,-12,-62,-56,-47,-45
369,746,1,1.0,3,-4,-6,26,0
380,746,0,-1.0,-7,-142,4,-17,10
399,746,1,0.0,43,8,4,8,10
405,746,1,0.0,13,-42,-76,18,-5
412,746,1,-0.25,18,-25,-46,-12,-20
413,746,0,-0.25,-2,-55,-76,-32,-30
431,746,0,0.0,-22,-11,-106,-4,-100
438,746,0,1.5,-40,44,-17,74,-11
438,746,0,1.5,-40,44,-17,74,-11
451,746,0,0.0,-2,-72,-25,-32,-19
500,746,1,0.0,36,-24,-24,25,18
503,746,0,-2.0,-27,-180,-56,-120,-15
505,746,0,3.5,-17,139,-11,209,-5
506,746,1,0.0,22,-52,-18,-27,-12
521,746,0,-1.0,-27,-104,-32,-169,4
545,746,0,-1.0,-22,-152,-66,-137,-60
577,746,1,0.0,44,12,9,-2,5
592,746,1,0.0,18,-12,-72,-17,-66
630,746,1,1.0,3,46,-8,86,-2
641,746,1,0.0,38,-8,-21,-31,-25
654,746,1,-1.0,28,-32,4,-67,-25
703,746,0,0.0,-43,-67,-16,-62,-20
705,746,0,0.0,-43,-67,-16,-62,-20
711,746,0,0.0,-27,-82,-36,-67,-30
722,746,1,0.0,8,3,14,1,0
731,746,0,0.0,-16,-25,-1,7,8
741,746,1,0.0,16,-17,6,1,3
793,746,0,0.0,-31,-83,-41,-68,-38
795,746,0,0.0,-27,-52,-67,-18,-35
8,747,1,0.0,4,-82,-35,-47,-4
11,747,1,0.0,46,-15,-4,18,1
14,747,1,-1.0,59,-12,41,43,61
17,747,1,0.0,54,26,46,126,61
40,747,1,1.0,19,-6,-1,81,6
57,747,0,0.0,-16,-32,26,33,11
64,747,1,0.0,44,-22,31,13,31
114,747,1,0.0,59,-32,-34,33,1
122,747,1,0.0,54,43,71,48,-24
124,747,1,0.0,14,-47,-4,43,1
131,747,0,0.0,-11,-13,-9,-9,-4
205,747,0,0.0,-6,-7,6,28,-14
221,747,0,-1.5,64,-156,-64,-79,21
223,747,1,0.0,19,-27,-29,48,16
232,747,1,1.0,19,-29,1,126,-14
243,747,1,0.0,59,-57,1,-22,6
257,747,1,1.5,34,49,-19,149,-29
273,747,1,0.0,34,3,41,18,26
279,747,1,1.5,24,36,6,111,11
289,747,1,-1.0,84,-42,41,43,51
297,747,1,0.0,74,8,26,53,51
309,747,1,-1.0,44,-72,14,-77,-1
321,747,1,1.5,79,66,46,156,51
357,747,1,0.0,44,12,41,6,1
360,747,0,0.0,94,-52,31,38,36
362,747,1,0.0,4,-52,-4,3,1
372,747,1,0.0,44,0,33,37,40
373,747,1,0.0,44,-30,3,7,10
377,747,1,0.0,29,-11,-29,6,-39
378,747,1,0.0,81,7,-1,22,-6
390,747,1,-1.0,79,-92,-54,-37,-49
391,747,1,0.0,53,-20,-7,11,-6
393,747,0,-2.0,29,-260,16,-150,21
404,747,1,0.0,52,-36,-29,-31,6
414,747,0,-0.25,-6,-60,-74,-32,-29
424,747,1,0.0,14,-102,-64,-17,-9
446,747,1,0.0,33,-37,16,28,21
460,747,1,-1.0,68,-110,-29,-35,-4
466,747,1,0.0,19,-17,41,23,51
493,747,1,0.0,22,-42,11,33,26
520,747,1,0.0,24,-2,-19,-37,-34
524,747,1,0.0,9,-47,-49,38,6
532,747,1,-1.0,13,-52,-1,-107,4
539,747,1,0.0,24,-28,-29,-11,-24
568,747,1,0.0,24,-62,-14,38,-9
609,747,1,0.0,74,13,26,13,31
621,747,0,-1.0,56,-75,6,-35,11
623,747,1,0.0,7,-5,-4,-10,1
627,747,0,0.0,72,-60,-57,0,16
631,747,1,1.0,29,1,-6,106,-1
642,747,1,0.0,49,4,26,39,31
647,747,1,0.0,29,-12,26,43,31
675,747,1,0.0,64,-22,36,23,41
689,747,1,0.0,44,-35,26,46,31
694,747,0,-1.5,-5,-194,-36,-55,33
700,747,0,0.5,-4,3,-53,38,9
706,747,1,0.0,3,-57,6,-62,1
716,747,1,0.0,14,-14,-1,-23,-47
723,747,1,0.0,31,-11,18,-7,11
735,747,1,-1.0,15,-56,26,-97,31
766,747,0,0.0,-5,-7,24,-26,-13
771,747,1,0.0,44,-17,11,-27,-49
796,747,1,0.0,54,-52,-74,-17,-69
26,748,1,0.0,7,-33,16,33,11
53,748,0,-1.0,74,-142,-4,-37,1
87,748,1,0.0,74,-13,-34,-9,1
120,748,0,0.0,79,-37,-19,53,51
123,748,1,0.0,44,-7,-39,-17,41
124,748,1,0.0,14,-47,-4,43,1
130,748,1,0.0,19,3,21,13,26
130,748,1,0.0,19,3,21,13,26
137,748,1,-1.0,19,-202,-24,-27,11
155,748,0,0.0,-46,-87,-9,13,-14
158,748,1,0.0,4,-42,-9,-42,-9
180,748,1,-1.0,49,8,46,3,1
192,748,1,0.0,34,-1,31,6,36
198,748,1,0.0,54,-32,-19,-7,-19
227,748,0,0.0,59,-72,1,23,21
238,748,1,0.0,74,-2,-44,3,1
246,748,1,-0.5,34,-56,-64,1,11
248,748,1,-2.0,9,-180,26,-220,1
249,748,0,-2.0,-11,-180,-14,-280,-9
278,748,1,1.5,49,54,16,124,21
298,748,1,-2.0,44,-140,36,-120,41
318,748,1,0.0,76,-3,53,32,58
344,748,1,-1.0,19,-46,21,-63,6
357,748,1,0.0,44,12,41,6,1
358,748,1,0.0,24,2,11,-4,-29
413,748,1,-0.25,34,-55,-54,-27,-9
413,748,1,-0.25,34,-55,-54,-27,-9
424,748,1,0.0,14,-102,-64,-17,-9
436,748,1,0.0,43,-10,32,25,37
453,748,1,1.0,14,26,11,41,-24
463,748,1,-1.0,34,-12,34,23,39
470,748,1,0.0,70,0,28,26,19
496,748,0,0.0,99,-37,36,43,-4
497,748,1,1.5,44,61,36,149,41
512,748,0,0.0,74,-84,-29,-49,-24
515,748,1,0.0,54,-37,-19,3,-14
516,748,0,0.0,64,-92,-54,28,26
525,748,1,0.0,24,-82,-4,13,21
557,748,0,0.0,-9,-27,-19,8,-14
592,748,1,0.0,54,-12,-50,3,-45
599,748,1,1.5,59,46,-9,151,-4
604,748,1,0.0,47,6,17,106,42
606,748,0,0.0,-8,-104,-13,56,12
610,748,1,0.0,14,-12,1,-27,6
624,748,1,-1.0,74,-12,-9,-27,16
634,748,1,0.0,29,-2,36,43,41
638,748,1,0.0,39,-3,-19,-6,-29
668,748,1,0.0,64,-13,1,-21,-14
679,748,0,-1.0,-41,-92,36,-117,21
704,748,0,0.0,-17,-52,-4,-27,-9
704,748,0,0.0,-17,-52,-4,-27,-9
710,748,1,0.0,13,-97,-14,-22,1
711,748,1,0.0,9,-82,-14,-47,-9
715,748,0,1.5,-4,60,-14,102,-9
752,748,1,-1.5,44,-76,-74,-59,-69
755,748,1,0.0,55,0,10,24,24
761,748,1,1.0,74,36,16,106,21
764,748,1,0.0,45,-25,-12,-37,-8
777,748,1,0.0,24,-52,6,-27,-69
794,748,1,-2.0,5,-262,-19,-262,-17
24,749,0,0.0,-93,0,20,0,-43
31,749,1,-0.5,-62,-15,60,-33,-13
41,749,1,1.5,-7,138,52,40,-28
57,749,1,-1.0,-92,-80,50,-65,-33
67,749,1,-0.5,-62,-25,35,-33,-13
71,749,1,1.5,-92,135,55,3,-58
102,749,0,2.0,-82,160,40,70,-38
134,749,1,3.75,-67,308,65,112,-58
150,749,0,0.5,-7,60,0,-10,-18
177,749,1,0.0,-62,0,36,0,-18
185,749,0,-0.75,-39,-18,62,-48,-19
187,749,1,-0.5,-32,0,85,-18,2
192,749,0,1.75,-42,148,55,53,-8
205,749,0,0.75,-82,67,30,22,-58
246,749,0,0.25,-42,20,-40,7,-33
258,749,1,3.75,-37,313,85,119,-28
277,749,1,-1.5,-17,-80,60,-123,-13
284,749,0,-1.5,-42,-260,-10,-173,-73
323,749,1,0.0,8,0,60,0,-3
330,749,0,0.75,-22,54,-25,22,-58
338,749,1,-0.5,-37,-5,60,-48,-3
343,749,1,0.75,-57,62,45,24,-38
348,749,0,-1.75,-37,-160,80,-122,17
350,749,0,-1.75,-77,-260,30,-212,-28
352,749,1,-0.5,-32,-50,55,-73,-8
389,749,1,0.0,3,80,10,10,-53
409,749,0,0.75,-72,47,20,8,-43
413,749,0,0.75,-42,47,-30,12,-53
413,749,0,0.75,-42,47,-30,12,-53
430,749,1,1.5,-122,70,80,-20,17
439,749,1,-0.5,-12,-11,47,-44,-19
442,749,0,0.0,-32,0,70,0,7
462,749,0,0.875,-38,69,50,24,-13
465,749,1,-0.5,-67,-5,30,-28,-53
477,749,1,0.0,-107,0,6,0,-59
498,749,0,0.5,-62,40,30,17,-33
526,749,1,0.0,-62,0,30,0,-38
564,749,1,0.0,-14,0,61,0,-2
573,749,1,-1.5,-36,-66,52,-89,-11
577,749,1,1.5,4,148,55,37,-18
583,749,1,-0.5,-88,-60,37,-63,-26
591,749,1,0.0,-22,0,14,0,-49
594,749,1,1.0,-12,80,15,35,-13
600,749,1,1.0,-57,80,25,35,-38
623,749,0,1.75,-69,146,20,45,-43
626,749,1,0.5,6,41,-3,9,-8
633,749,1,-1.5,-77,-170,40,-223,-23
639,749,1,1.5,8,145,60,18,-13
648,749,0,0.0,-67,0,30,0,-33
686,749,0,-0.75,-32,-65,30,-32,-3
708,749,0,0.0,-62,-35,-20,-43,-63
716,749,0,0.0,-62,0,23,0,-91
742,749,1,0.5,-40,30,38,-13,-44
758,749,0,0.0,-45,-12,12,-33,-38
759,749,0,0.5,-22,54,33,16,-19
789,749,1,1.5,0,126,15,54,2
28,750,0,0.0,-65,0,85,0,-12
31,750,1,-0.5,-55,0,110,-28,-1
50,750,0,1.0,-5,110,80,45,-26
55,750,1,1.0,-55,110,90,45,-26
58,750,1,0.0,-55,0,115,0,9
116,750,1,1.0,-41,110,71,45,-61
138,750,0,0.875,-70,91,30,37,-41
142,750,0,-1.75,-46,-283,41,-129,-81
142,750,0,-1.75,-46,-283,41,-129,-81
153,750,0,0.5,-45,53,45,13,-21
178,750,0,0.0,-15,0,120,0,-7
210,750,1,-1.5,20,-35,105,-28,24
228,750,0,0.5,-50,55,75,22,-6
228,750,0,0.5,-50,55,75,22,-6
285,750,1,-1.5,0,-55,115,-38,19
317,750,0,1.5,-5,175,105,75,19
328,750,1,-3.0,15,-230,25,-295,-66
355,750,1,-3.5,15,-425,50,-558,-56
362,750,0,0.0,-65,10,70,-35,-31
364,750,0,-0.5,-20,-60,90,-93,-11
368,750,1,0.0,-55,0,90,0,-11
386,750,1,0.0,-10,70,115,-36,16
393,750,1,-1.5,-40,-205,90,-128,-11
404,750,1,-0.5,-17,-29,45,-92,-26
409,750,0,0.75,-65,77,70,18,-31
415,750,1,1.5,-15,170,-50,65,-51
425,750,0,-3.5,-55,-665,-10,-578,-41
447,750,1,0.75,10,104,109,39,8
493,750,0,0.0,-47,20,85,-5,-6
496,750,1,0.0,30,0,110,0,-36
498,750,0,0.5,-55,55,80,22,-21
512,750,1,1.75,5,187,45,57,-56
538,750,1,1.5,-60,183,20,53,-81
564,750,1,0.0,-7,0,111,0,10
568,750,1,0.0,-45,0,60,0,-41
577,750,1,1.5,11,208,105,57,-6
581,750,0,0.0,-58,0,70,0,-6
590,750,0,-0.5,-53,-80,90,-28,-16
597,750,0,-1.5,-34,-75,95,-108,-6
599,750,1,1.0,-10,110,65,45,-36
608,750,1,1.75,-81,204,65,71,-26
623,750,1,1.75,-62,206,70,65,-31
624,750,1,0.0,5,160,65,-20,-16
627,750,1,0.5,3,56,17,4,-16
634,750,1,0.0,-40,0,110,0,9
665,750,1,-0.5,-5,-30,80,-53,-21
668,750,1,1.5,-5,183,75,28,-46
677,750,1,1.5,-70,195,120,43,-86
687,750,0,-0.75,-35,-98,50,-49,-21
694,750,0,0.375,-74,42,38,16,1
699,750,1,0.0,-65,25,85,-45,-56
699,750,1,0.0,-65,25,85,-45,-56
711,750,0,1.75,-60,188,60,58,-41
713,750,0,1.75,-60,190,60,48,-51
713,750,0,1.75,-60,190,60,48,-51
725,750,1,-0.5,-36,-1,110,-40,5
730,750,0,0.0,-27,0,107,0,11
732,750,0,-0.5,-91,-26,79,-52,-20
747,750,1,1.5,-69,196,74,49,-32
786,750,0,1.0,-64,135,28,32,-26
795,750,0,0.0,-60,10,29,-36,-46
797,750,0,3.75,-75,400,40,140,-61
5,751,1,-1.5,-5,-29,7,-45,0
31,751,1,-0.5,-30,20,10,25,0
37,751,1,1.0,-16,150,-37,150,-35
60,751,1,-0.5,5,23,2,10,0
72,751,1,1.5,-90,275,-15,213,-45
76,751,1,1.0,20,150,15,150,20
80,751,0,0.5,-40,75,-15,75,-70
82,751,1,1.0,25,205,-65,255,5
102,751,0,2.0,-50,300,-10,300,-25
124,751,1,0.0,-30,0,-30,0,-30
145,751,1,0.0,5,0,0,0,-15
159,751,0,-0.5,-30,-25,-40,-50,-35
164,751,1,2.0,-70,300,-50,300,-50
177,751,1,0.0,-30,0,-14,0,-5
184,751,1,1.0,-70,150,-30,150,-30
211,751,1,-1.5,25,-95,-35,-55,-15
215,751,1,0.5,30,113,-30,100,-60
217,751,1,1.5,12,264,2,264,2
223,751,0,0.0,-25,75,-55,115,-15
239,751,1,1.0,10,250,10,270,20
245,751,0,0.0,-10,55,-20,35,-90
258,751,0,3.75,-5,593,35,579,-15
278,751,1,0.5,5,75,-10,75,-10
290,751,1,0.75,45,142,-5,144,25
293,751,0,1.0,-5,150,-20,150,-40
333,751,1,0.75,10,123,-130,135,-10
335,751,1,2.0,0,300,-5,300,-5
339,751,1,-0.5,-45,0,-10,-30,-10
339,751,1,-0.5,-45,0,-10,-30,-10
353,751,1,-3.5,25,-165,10,-185,5
400,751,1,0.5,15,120,-20,113,-20
436,751,1,-1.5,-1,-41,6,-41,6
451,751,1,-0.5,-10,-45,-29,-20,-29
458,751,1,0.75,24,143,5,143,5
464,751,1,0.875,20,140,-52,140,-52
464,751,1,0.875,20,140,-52,140,-52
514,751,1,-0.25,0,2,-65,-28,-40
535,751,0,0.5,-26,118,-57,98,-57
581,751,0,0.0,-33,0,-30,0,-5
582,751,1,-0.5,-16,15,18,25,18
586,751,1,1.5,35,233,-80,270,-30
605,751,1,1.0,13,150,-49,150,-29
611,751,1,-0.5,-38,-17,-15,-5,-5
629,751,0,1.75,-50,265,-15,272,-15
631,751,1,1.0,-15,150,-32,150,-32
636,751,1,1.5,15,285,0,273,-15
658,751,0,0.25,-48,56,-10,51,-10
666,751,1,-0.5,10,-40,-30,-30,-30
670,751,1,-3.0,5,-10,-10,-230,-10
676,751,1,1.5,10,245,-30,265,-30
677,751,1,1.5,-45,275,20,253,-85
688,751,1,0.0,5,0,-45,0,-45
690,751,0,0.0,-20,0,-25,0,-25
696,751,1,-0.5,2,-10,-20,10,-20
705,751,0,0.0,-51,18,-20,13,-30
733,751,1,0.75,25,142,10,144,25
756,751,1,1.5,-12,260,-36,258,-25
758,751,0,0.0,-13,58,-38,82,-25
775,751,1,0.5,20,125,15,123,-25
777,751,1,0.5,-20,100,-20,95,-100
785,751,0,1.0,-24,210,-72,242,-25
786,751,0,1.0,-39,215,-72,242,-25
14,752,1,0.75,15,43,115,45,130
44,752,1,-1.5,-40,-127,75,-137,50
64,752,1,-1.5,0,-115,105,-115,100
85,752,1,-1.5,-45,-175,80,-135,70
110,752,1,-0.5,-80,-25,80,-55,70
123,752,1,0.5,0,23,35,0,110
164,752,1,2.0,-70,100,50,100,50
170,752,1,-1.5,-5,-79,107,-95,100
180,752,1,0.875,5,48,120,45,70
184,752,1,1.0,-70,50,70,50,70
206,752,1,0.0,-25,0,95,0,95
215,752,1,0.5,30,13,70,0,40
216,752,1,0.0,-25,-20,90,-70,65
223,752,0,0.0,-25,-25,45,15,85
224,752,1,-0.5,30,-60,-50,-30,85
239,752,1,1.0,10,50,110,70,120
248,752,0,-3.75,-35,-348,100,-428,70
265,752,1,-0.5,-25,-50,35,-65,35
271,752,0,-0.5,-30,-105,60,-85,-4
284,752,0,-1.5,-10,-275,40,-165,40
291,752,0,0.875,-5,42,100,38,100
299,752,0,-0.5,-20,-75,90,-65,90
304,752,1,3.75,20,194,125,189,115
305,752,1,3.75,10,192,115,184,95
307,752,0,3.75,-40,179,85,159,15
311,752,1,1.0,-10,50,70,50,90
312,752,1,0.0,30,0,90,0,115
313,752,1,0.0,-30,0,70,0,95
320,752,1,0.0,-8,0,87,0,77
328,752,1,-3.0,40,-290,25,-290,35
348,752,0,-1.75,-5,-168,130,-118,130
349,752,0,-1.75,-35,-228,110,-178,110
357,752,1,1.5,0,88,115,65,70
358,752,1,1.5,-20,78,85,55,40
363,752,1,0.5,25,8,110,8,110
369,752,1,1.0,-5,50,90,50,90
369,752,1,1.0,-5,50,90,50,90
373,752,1,-1.5,0,-131,77,-127,79
429,752,1,1.5,-90,25,100,25,100
440,752,1,-0.5,10,-41,82,-56,74
458,752,1,0.75,24,43,105,43,105
482,752,1,1.5,15,85,100,68,100
488,752,1,3.75,0,194,105,183,60
490,752,0,0.0,-31,0,105,0,108
546,752,0,1.0,-30,-20,50,-20,50
551,752,1,0.5,-40,0,50,0,50
573,752,1,-1.5,-4,-81,102,-81,102
574,752,1,-1.5,-41,-171,87,-171,87
576,752,1,-0.5,-41,-73,87,-73,87
577,752,1,1.5,36,88,105,67,95
588,752,0,1.75,-54,86,95,81,95
595,752,1,1.0,15,50,55,50,85
600,752,1,1.0,-25,50,75,50,75
603,752,0,0.875,-32,38,70,42,70
613,752,0,-3.5,-14,-303,105,-155,105
624,752,1,0.0,30,40,65,-10,85
629,752,0,1.75,-50,65,85,72,85
634,752,1,0.0,-15,0,110,0,110
644,752,1,1.5,16,75,100,68,90
654,752,1,-1.0,20,-30,100,-80,65
657,752,0,0.25,-5,14,100,11,100
662,752,1,0.0,10,-15,55,-10,65
663,752,1,0.0,-30,-25,35,-10,65
678,752,1,0.75,35,40,65,40,85
693,752,1,-1.5,-5,-169,84,-185,84
712,752,0,1.75,-35,58,50,70,60
726,752,1,-0.5,-37,-38,98,-58,94
778,752,0,0.75,-15,30,59,30,63
780,752,1,1.0,4,-10,74,35,68
18,753,0,-0.5,-12,1,10,6,40
26,753,0,0.0,-74,-29,0,13,-5
38,753,0,-1.5,-27,-88,20,-49,25
39,753,0,-1.5,-42,-118,3,-79,10
107,753,0,0.0,-27,-53,-30,38,40
111,753,0,0.0,-17,12,-20,3,20
113,753,0,0.0,-12,2,-35,23,15
115,753,0,1.5,-64,44,7,109,-45
116,753,0,1.5,-53,52,-19,109,-45
131,753,0,0.0,-92,-23,-25,-37,-20
138,753,0,0.5,-82,-25,-60,31,-25
138,753,0,0.5,-82,-25,-60,31,-25
152,753,0,0.0,-32,-28,-30,8,20
153,753,0,0.0,-57,-63,-45,-2,-5
153,753,0,0.0,-57,-63,-45,-2,-5
157,753,0,0.0,-62,-33,-40,-32,-60
162,753,1,2.0,-57,104,-35,126,-35
174,753,0,0.0,-35,-28,-20,4,2
174,753,0,0.0,-35,-28,-20,4,2
186,753,0,0.0,-44,-6,2,-13,-11
193,753,0,0.0,-72,-23,-10,-32,-5
202,753,0,0.0,-47,-23,-15,-27,-35
203,753,0,0.0,-27,17,20,28,10
204,753,0,0.0,-57,7,10,18,0
272,753,0,0.0,-77,-48,-40,-37,-35
281,753,0,0.0,-17,-18,10,13,15
286,753,0,1.5,-47,59,-10,96,5
303,753,0,0.0,-42,2,-40,-22,-5
316,753,0,0.5,-137,7,15,38,15
329,753,0,-1.5,-27,-144,-25,-79,10
336,753,1,1.5,-57,74,-15,96,-10
339,753,0,0.0,-82,-23,0,-42,5
382,753,1,0.0,-57,37,40,53,10
383,753,0,0.0,-58,-8,-19,-37,-60
403,753,0,0.0,-29,-52,-45,-31,-10
409,753,1,2.0,-77,104,-20,126,-15
415,753,0,0.0,-27,-48,-140,13,-35
439,753,0,0.0,-17,1,7,2,9
447,753,0,0.5,-2,40,19,51,24
456,753,0,-1.5,-7,-58,-58,-53,-23
456,753,0,-1.5,-7,-58,-58,-53,-23
460,753,0,0.5,-13,13,-45,34,-20
481,753,0,0.0,-89,-30,-4,-1,6
486,753,0,-1.5,-10,-152,-56,-127,-51
496,753,0,0.0,18,-33,20,23,-20
505,753,0,0.0,-62,-54,-5,-23,0
517,753,0,0.0,-27,-48,-65,-47,15
520,753,0,0.0,-57,2,-35,-57,-50
527,753,0,1.5,-57,42,-5,94,-50
529,753,0,-1.5,-17,-84,-85,-119,-85
542,753,0,2.0,-77,104,-40,126,-55
582,753,0,0.0,-53,-8,28,13,33
598,753,0,0.0,-51,-43,-15,-22,-10
605,753,0,-0.5,-24,-29,-39,-9,-14
625,753,0,0.0,-7,2,-85,-32,-40
685,753,1,0.0,-32,-72,-20,8,-15
690,753,0,0.0,-57,-71,-15,6,-10
695,753,0,4.0,-15,208,10,252,15
698,753,0,0.0,-37,-16,5,6,10
702,753,0,1.5,-85,59,-12,81,-64
710,753,0,0.0,-68,-93,-30,-42,-15
720,753,0,0.0,-34,-26,-35,7,7
756,753,0,0.0,-49,-28,-26,-22,-10
770,753,0,0.0,-35,-25,-12,-36,-27
772,753,0,1.5,-95,58,-15,89,2
772,753,0,1.5,-95,58,-15,89,2
774,753,0,0.0,-27,2,-90,13,-85
775,753,1,2.0,-17,104,25,126,-10
781,753,0,0.0,-28,-14,-10,19,10
796,753,0,0.0,-27,-48,-90,-37,-85
7,754,0,-0.5,-71,-48,-6,-60,4
7,754,0,-0.5,-71,-48,-6,-60,4
14,754,1,0.5,-16,57,37,89,69
83,754,0,0.0,-16,-48,-58,44,24
98,754,0,0.0,-11,7,-28,54,64
120,754,1,0.0,4,-13,-23,69,59
135,754,0,0.0,-76,-11,15,4,4
136,754,0,-0.5,-64,-59,15,-51,4
160,754,1,2.0,-21,144,27,198,39
173,754,0,0.0,-14,7,8,55,41
185,754,0,0.0,-38,34,34,43,33
193,754,0,0.0,-66,-3,2,4,19
232,754,0,1.75,-56,113,-3,188,-6
245,754,0,0.0,-41,32,2,19,-51
253,754,0,0.0,-31,-8,-18,-6,-6
261,754,0,0.0,-71,-8,-33,59,19
307,754,0,0.0,-71,-13,7,-66,-46
308,754,1,0.5,-36,57,40,74,37
313,754,0,0.0,-61,-8,-8,44,34
340,754,0,0.0,-106,-3,-8,-36,9
341,754,0,0.0,-66,22,32,14,14
364,754,0,1.5,-26,87,12,141,29
373,754,0,0.0,-31,-6,-1,23,18
382,754,1,0.0,-51,57,52,89,34
390,754,1,0.0,4,2,-58,39,-41
396,754,0,0.0,-21,22,22,49,39
411,754,0,-1.5,-1,-74,-8,-21,29
412,754,0,-1.5,-21,-114,-28,-61,9
421,754,1,2.0,-81,144,-28,198,-31
424,754,0,0.0,-61,-78,-68,-1,-1
424,754,0,0.0,-61,-78,-68,-1,-1
431,754,0,0.0,-61,2,-88,29,-71
436,754,0,-0.5,-32,-22,28,-9,45
438,754,0,0.5,-79,20,1,47,18
445,754,0,0.0,-2,27,32,64,49
448,754,0,0.5,-36,30,21,72,38
451,754,0,0.0,-41,-48,-7,4,10
477,754,0,1.5,-106,76,-22,171,-7
495,754,1,2.0,-63,144,-43,198,-6
506,754,0,0.0,-17,-28,0,9,17
511,754,0,0.0,-31,-20,-3,7,4
517,754,0,0.0,-21,-28,-53,-11,39
520,754,0,0.0,-51,22,-23,-21,-26
522,754,0,0.0,-66,-38,-58,39,24
533,754,0,-0.5,-57,-29,-35,-56,-18
